"Plot","Species.Code","Num","Cover.Class","Elevation.m","Year","Data.Type","Fires"
"1001","FRXX",45,"1",617,1980,"Legacy","Unburned"
"1001","TRBO",118,"1",617,1980,"Legacy","Unburned"
"1001","MANE",76,"2",617,1980,"Legacy","Unburned"
"1001","GASH",49,"2",617,1980,"Legacy","Unburned"
"1001","MOSS",79,"4",617,1980,"Legacy","Unburned"
"1001","LIBO",64,"1",617,1980,"Legacy","Unburned"
"1001","POMU",91,"1",617,1980,"Legacy","Unburned"
"1001","VAXX",126,"1",617,1980,"Legacy","Unburned"
"1002","ARUV",15,"1",457,1980,"Legacy","Unburned"
"1002","ANMA",11,"1",457,1980,"Legacy","Unburned"
"1002","ACMI",3,"1",457,1980,"Legacy","Unburned"
"1002","FEXX",44,"1",457,1980,"Legacy","Unburned"
"1003","MOSS",79,"2",594,1980,"Legacy","Unburned"
"1003","GASH",49,"3",594,1980,"Legacy","Unburned"
"1003","ARUV",15,"1",594,1980,"Legacy","Unburned"
"1003","VAME",122,"1",594,1980,"Legacy","Unburned"
"1005","ACCI",1,"2",518,1980,"Legacy","Unburned"
"1005","HEMI",54,"1",518,1980,"Legacy","Unburned"
"1005","CHUM",26,"1",518,1980,"Legacy","Unburned"
"1005","MOSS",79,"3",518,1980,"Legacy","Unburned"
"1005","HODI",59,"1",518,1980,"Legacy","Unburned"
"1005","MANE",76,"1",518,1980,"Legacy","Unburned"
"1005","LIBO",64,"1",518,1980,"Legacy","Unburned"
"1006","MANE",76,"2",671,1980,"Legacy","Unburned"
"1006","CHUM",26,"1",671,1980,"Legacy","Unburned"
"1006","HODI",59,"1",671,1980,"Legacy","Unburned"
"1006","ACGL",2,"1",671,1980,"Legacy","Unburned"
"1006","ACCI",1,"1",671,1980,"Legacy","Unburned"
"1006","OSCH",82,"1",671,1980,"Legacy","Unburned"
"1006","AMAL",10,"1",671,1980,"Legacy","Unburned"
"1006","MOSS",79,"4",671,1980,"Legacy","Unburned"
"1008","GASH",49,"2",594,1980,"Legacy","Unburned"
"1008","TABR",114,"1",594,1980,"Legacy","Unburned"
"1008","CHUM",26,"1",594,1980,"Legacy","Unburned"
"1008","MARA",77,"1",594,1980,"Legacy","Unburned"
"1008","MOSS",79,"3",594,1980,"Legacy","Unburned"
"1008","MANE",76,"3",594,1980,"Legacy","Unburned"
"1008","ACCI",1,"2",594,1980,"Legacy","Unburned"
"1009","GASH",49,"5",381,1980,"Legacy","Unburned"
"1009","VAPA",123,"1",381,1980,"Legacy","Unburned"
"1009","MOSS",79,"5",381,1980,"Legacy","Unburned"
"1009","VAME",122,"1",381,1980,"Legacy","Unburned"
"1010","CLUN",28,"2",721,1980,"Legacy","Unburned"
"1010","PTAQ",95,"1",721,1980,"Legacy","Unburned"
"1010","POMU",91,"1",721,1980,"Legacy","Unburned"
"1010","MARA",77,"3",721,1980,"Legacy","Unburned"
"1011","GASH",49,"2",948,1980,"Legacy","Unburned"
"1011","ACCI",1,"1",948,1980,"Legacy","Unburned"
"1011","PAMY",83,"1",948,1980,"Legacy","Unburned"
"1011","MANE",76,"1",948,1980,"Legacy","Unburned"
"1011","MOSS",79,"3",948,1980,"Legacy","Unburned"
"1011","GOOB",51,"1",948,1980,"Legacy","Unburned"
"1011","SAXX",104,"1",948,1980,"Legacy","Unburned"
"1011","LIBO",64,"1",948,1980,"Legacy","Unburned"
"1011","CHUM",26,"1",948,1980,"Legacy","Unburned"
"1011","VAME",122,"2",948,1980,"Legacy","Unburned"
"1012","RUPA",99,"4",719,1980,"Legacy","Unburned"
"1012","PTAQ",95,"2",719,1980,"Legacy","Unburned"
"1012","ACRU",4,"1",719,1980,"Legacy","Unburned"
"1012","MOXX",80,"1",719,1980,"Legacy","Unburned"
"1012","COST",32,"4",719,1980,"Legacy","Unburned"
"1013","MOSS",79,"3",1137,1980,"Legacy","Unburned"
"1013","CLUN",28,"1",1137,1980,"Legacy","Unburned"
"1013","VAAL",120,"3",1137,1980,"Legacy","Unburned"
"1013","LIBO",64,"2",1137,1980,"Legacy","Unburned"
"1013","VAME",122,"1",1137,1980,"Legacy","Unburned"
"1014","VAPA",123,"3",686,1980,"Legacy","Unburned"
"1014","MEFE",78,"1",686,1980,"Legacy","Unburned"
"1014","COCA",30,"2",686,1980,"Legacy","Unburned"
"1014","LIBO",64,"1",686,1980,"Legacy","Unburned"
"1014","MOSS",79,"4",686,1980,"Legacy","Unburned"
"1015","VAAL",120,"1",1218,1980,"Legacy","Unburned"
"1015","MOSS",79,"3",1218,1980,"Legacy","Unburned"
"1016","HELA",53,"1",746,1980,"Legacy","Unburned"
"1016","ACCI",1,"4",746,1980,"Legacy","Unburned"
"1016","PTAQ",95,"2",746,1980,"Legacy","Unburned"
"1016","THOC",115,"2",746,1980,"Legacy","Unburned"
"1016","ALSI",9,"2",746,1980,"Legacy","Unburned"
"1016","MARA",77,"3",746,1980,"Legacy","Unburned"
"1016","SAXX",104,"3",746,1980,"Legacy","Unburned"
"1017","MOSS",79,"2",1264,1980,"Legacy","Unburned"
"1017","PTAQ",95,"1",1264,1980,"Legacy","Unburned"
"1017","POMU",91,"1",1264,1980,"Legacy","Unburned"
"1017","SAXX",104,"2",1264,1980,"Legacy","Unburned"
"1017","HIAL",56,"1",1264,1980,"Legacy","Unburned"
"1017","CHUM",26,"1",1264,1980,"Legacy","Unburned"
"1017","VAME",122,"2",1264,1980,"Legacy","Unburned"
"1017","PAMY",83,"2",1264,1980,"Legacy","Unburned"
"1017","GAOV",48,"2",1264,1980,"Legacy","Unburned"
"1018","PAMY",83,"1",793,1980,"Legacy","Unburned"
"1018","CHUM",26,"1",793,1980,"Legacy","Unburned"
"1018","MANE",76,"1",793,1980,"Legacy","Unburned"
"1018","AMAL",10,"1",793,1980,"Legacy","Unburned"
"1018","VAXX",126,"2",793,1980,"Legacy","Unburned"
"1018","LIBO",64,"1",793,1980,"Legacy","Unburned"
"1019","LIBO",64,"1",827,1980,"Legacy","Unburned"
"1019","MOSS",79,"3",827,1980,"Legacy","Unburned"
"1019","GASH",49,"3",827,1980,"Legacy","Unburned"
"1019","VAAL",120,"1",827,1980,"Legacy","Unburned"
"1019","MANE",76,"2",827,1980,"Legacy","Unburned"
"1019","CHUM",26,"1",827,1980,"Legacy","Unburned"
"1019","PAMY",83,"1",827,1980,"Legacy","Unburned"
"1020","CHUM",26,"1",976,1980,"Legacy","Unburned"
"1020","MOSS",79,"3",976,1980,"Legacy","Unburned"
"1020","VAXX",126,"1",976,1980,"Legacy","Unburned"
"1021","MEFE",78,"1",759,1980,"Legacy","Unburned"
"1021","OPHO",81,"1",759,1980,"Legacy","Unburned"
"1021","MOSS",79,"3",759,1980,"Legacy","Unburned"
"1021","VAXX",126,"1",759,1980,"Legacy","Unburned"
"1021","POMU",91,"1",759,1980,"Legacy","Unburned"
"1021","TITR",116,"1",759,1980,"Legacy","Unburned"
"1021","LIBO",64,"1",759,1980,"Legacy","Unburned"
"1021","VIXX",130,"1",759,1980,"Legacy","Unburned"
"1022","VAXX",126,"2",1008,1980,"Legacy","Unburned"
"1022","LIBO",64,"1",1008,1980,"Legacy","Unburned"
"1022","MOSS",79,"3",1008,1980,"Legacy","Unburned"
"1023","LIBO",64,"2",690,1980,"Legacy","Unburned"
"1023","VAXX",126,"1",690,1980,"Legacy","Unburned"
"1023","MEFE",78,"2",690,1980,"Legacy","Unburned"
"1023","PAMY",83,"2",690,1980,"Legacy","Unburned"
"1023","CHUM",26,"2",690,1980,"Legacy","Unburned"
"1023","MOSS",79,"2",690,1980,"Legacy","Unburned"
"1024","MOSS",79,"2",1321,1980,"Legacy","Unburned"
"1024","RHAL",96,"1",1321,1980,"Legacy","Unburned"
"1024","VAME",122,"3",1321,1980,"Legacy","Unburned"
"1025","MANE",76,"2",742,1980,"Legacy","Unburned"
"1025","MOSS",79,"3",742,1980,"Legacy","Unburned"
"1025","PAMY",83,"1",742,1980,"Legacy","Unburned"
"1026","PAMY",83,"1",1489,1980,"Legacy","Unburned"
"1026","SOSI",108,"1",1489,1980,"Legacy","Unburned"
"1026","ARUV",15,"1",1489,1980,"Legacy","Unburned"
"1026","VAME",122,"2",1489,1980,"Legacy","Unburned"
"1026","GAOV",48,"1",1489,1980,"Legacy","Unburned"
"1026","MOSS",79,"2",1489,1980,"Legacy","Unburned"
"1027","GYDR",52,"1",746,1980,"Legacy","Unburned"
"1027","ATFI",18,"1",746,1980,"Legacy","Unburned"
"1027","POMU",91,"2",746,1980,"Legacy","Unburned"
"1027","ACCI",1,"2",746,1980,"Legacy","Unburned"
"1027","TITR",116,"1",746,1980,"Legacy","Unburned"
"1027","VAAL",120,"2",746,1980,"Legacy","Unburned"
"1029","MEFE",78,"2",1064,1980,"Legacy","Unburned"
"1029","LIBO",64,"1",1064,1980,"Legacy","Unburned"
"1029","MOSS",79,"3",1064,1980,"Legacy","Unburned"
"1029","VAAL",120,"2",1064,1980,"Legacy","Unburned"
"1029","CLUN",28,"1",1064,1980,"Legacy","Unburned"
"1029","COCA",30,"1",1064,1980,"Legacy","Unburned"
"1031","MOSS",79,"3",1189,1980,"Legacy","Unburned"
"1031","COCA",30,"1",1189,1980,"Legacy","Unburned"
"1031","TRBO",118,"1",1189,1980,"Legacy","Unburned"
"1031","MEFE",78,"1",1189,1980,"Legacy","Unburned"
"1031","VAPA",123,"1",1189,1980,"Legacy","Unburned"
"1031","LIBO",64,"1",1189,1980,"Legacy","Unburned"
"1031","VAME",122,"2",1189,1980,"Legacy","Unburned"
"1031","VAAL",120,"1",1189,1980,"Legacy","Unburned"
"1032","RHAL",96,"2",1459,1980,"Legacy","Unburned"
"1032","RUPE",100,"1",1459,1980,"Legacy","Unburned"
"1032","VAXX",126,"2",1459,1980,"Legacy","Unburned"
"1032","MOSS",79,"3",1459,1980,"Legacy","Unburned"
"1033","MOSS",79,"2",1274,1980,"Legacy","Unburned"
"1033","VAME",122,"2",1274,1980,"Legacy","Unburned"
"1033","CHUM",26,"1",1274,1980,"Legacy","Unburned"
"1033","PAMY",83,"2",1274,1980,"Legacy","Unburned"
"1034","PTAQ",95,"1",706,1980,"Legacy","Unburned"
"1034","LIBO",64,"2",706,1980,"Legacy","Unburned"
"1034","MOSS",79,"3",706,1980,"Legacy","Unburned"
"1034","ACCI",1,"2",706,1980,"Legacy","Unburned"
"1034","ATFI",18,"1",706,1980,"Legacy","Unburned"
"1034","CLUN",28,"1",706,1980,"Legacy","Unburned"
"1034","COCA",30,"2",706,1980,"Legacy","Unburned"
"1034","BLSP",20,"1",706,1980,"Legacy","Unburned"
"1034","GAOV",48,"1",706,1980,"Legacy","Unburned"
"1034","VAXX",126,"3",706,1980,"Legacy","Unburned"
"1034","MANE",76,"1",706,1980,"Legacy","Unburned"
"1034","OPHO",81,"1",706,1980,"Legacy","Unburned"
"1035","MANE",76,"1",1039,1980,"Legacy","Unburned"
"1035","ACCI",1,"1",1039,1980,"Legacy","Unburned"
"1035","PAMY",83,"1",1039,1980,"Legacy","Unburned"
"1035","LIBO",64,"1",1039,1980,"Legacy","Unburned"
"1035","GOOB",51,"1",1039,1980,"Legacy","Unburned"
"1035","MOSS",79,"4",1039,1980,"Legacy","Unburned"
"1035","PTAQ",95,"1",1039,1980,"Legacy","Unburned"
"1035","CHUM",26,"1",1039,1980,"Legacy","Unburned"
"1035","GAOV",48,"1",1039,1980,"Legacy","Unburned"
"1035","VAXX",126,"2",1039,1980,"Legacy","Unburned"
"1037","VAXX",126,"1",981,1980,"Legacy","Unburned"
"1037","ACCI",1,"3",981,1980,"Legacy","Unburned"
"1037","VAME",122,"3",981,1980,"Legacy","Unburned"
"1037","AMAL",10,"1",981,1980,"Legacy","Unburned"
"1037","CHUM",26,"1",981,1980,"Legacy","Unburned"
"1037","CLUN",28,"1",981,1980,"Legacy","Unburned"
"1037","GAOV",48,"1",981,1980,"Legacy","Unburned"
"1037","TRBO",118,"1",981,1980,"Legacy","Unburned"
"1037","MANE",76,"2",981,1980,"Legacy","Unburned"
"1037","LIBO",64,"1",981,1980,"Legacy","Unburned"
"1037","PAMY",83,"1",981,1980,"Legacy","Unburned"
"1037","PTAQ",95,"1",981,1980,"Legacy","Unburned"
"1038","GAAP",46,"1",378,1980,"Legacy","Unburned"
"1038","ACCI",1,"3",378,1980,"Legacy","Unburned"
"1038","ATFI",18,"1",378,1980,"Legacy","Unburned"
"1038","OPHO",81,"3",378,1980,"Legacy","Unburned"
"1038","BLSP",20,"1",378,1980,"Legacy","Unburned"
"1038","VAPA",123,"2",378,1980,"Legacy","Unburned"
"1038","CLUN",28,"1",378,1980,"Legacy","Unburned"
"1038","POMU",91,"2",378,1980,"Legacy","Unburned"
"1038","GYDR",52,"1",378,1980,"Legacy","Unburned"
"1039","ATFI",18,"1",971,1980,"Legacy","Unburned"
"1039","OPHO",81,"1",971,1980,"Legacy","Unburned"
"1039","BLSP",20,"1",971,1980,"Legacy","Unburned"
"1039","CLUN",28,"1",971,1980,"Legacy","Unburned"
"1039","MANE",76,"1",971,1980,"Legacy","Unburned"
"1039","POMU",91,"1",971,1980,"Legacy","Unburned"
"1041","VAAL",120,"1",1053,1980,"Legacy","Unburned"
"1041","COCA",30,"1",1053,1980,"Legacy","Unburned"
"1041","CLUN",28,"2",1053,1980,"Legacy","Unburned"
"1041","LIBO",64,"2",1053,1980,"Legacy","Unburned"
"1041","TITR",116,"1",1053,1980,"Legacy","Unburned"
"1041","MOSS",79,"2",1053,1980,"Legacy","Unburned"
"1042","POMU",91,"2",396,1980,"Legacy","Unburned"
"1042","MANE",76,"2",396,1980,"Legacy","Unburned"
"1042","LIBO",64,"1",396,1980,"Legacy","Unburned"
"1042","TRBO",118,"1",396,1980,"Legacy","Unburned"
"1042","VAPA",123,"2",396,1980,"Legacy","Unburned"
"1043","VAAL",120,"1",1122,1980,"Legacy","Unburned"
"1043","MOSS",79,"3",1122,1980,"Legacy","Unburned"
"1043","CHUM",26,"1",1122,1980,"Legacy","Unburned"
"1043","COXX",33,"1",1122,1980,"Legacy","Unburned"
"1043","VAME",122,"2",1122,1980,"Legacy","Unburned"
"1045","MOSS",79,"2",1075,1980,"Legacy","Unburned"
"1045","CHUM",26,"1",1075,1980,"Legacy","Unburned"
"1047","CLUN",28,"1",1127,1980,"Legacy","Unburned"
"1047","VAAL",120,"2",1127,1980,"Legacy","Unburned"
"1047","MOSS",79,"4",1127,1980,"Legacy","Unburned"
"1047","VAME",122,"2",1127,1980,"Legacy","Unburned"
"1049","MOSS",79,"3",589,1980,"Legacy","Unburned"
"1053","MOSS",79,"2",1282,1980,"Legacy","Unburned"
"1053","LIBO",64,"1",1282,1980,"Legacy","Unburned"
"1055","PAMY",83,"1",1345,1980,"Legacy","Unburned"
"1055","GAOV",48,"1",1345,1980,"Legacy","Unburned"
"1055","MOSS",79,"2",1345,1980,"Legacy","Unburned"
"1055","VAME",122,"1",1345,1980,"Legacy","Unburned"
"1055","ARUV",15,"1",1345,1980,"Legacy","Unburned"
"1057","MOSS",79,"2",1413,1980,"Legacy","Unburned"
"1057","ALSI",9,"1",1413,1980,"Legacy","Unburned"
"1057","VAME",122,"2",1413,1980,"Legacy","Unburned"
"1057","CLUN",28,"1",1413,1980,"Legacy","Unburned"
"1057","GAOV",48,"1",1413,1980,"Legacy","Unburned"
"1059","VAME",122,"4",1582,1980,"Legacy","Unburned"
"1059","RUXX",102,"1",1582,1980,"Legacy","Unburned"
"1059","ARUV",15,"1",1582,1980,"Legacy","Unburned"
"1061","VADE",121,"3",1656,1980,"Legacy","Unburned"
"1061","MOSS",79,"2",1656,1980,"Legacy","Unburned"
"1061","VAXX",126,"2",1656,1980,"Legacy","Unburned"
"1061","ALSI",9,"2",1656,1980,"Legacy","Unburned"
"1061","PAMY",83,"1",1656,1980,"Legacy","Unburned"
"1061","PHEM",89,"1",1656,1980,"Legacy","Unburned"
"1061","MEFE",78,"2",1656,1980,"Legacy","Unburned"
"1063","PAMY",83,"1",1753,1980,"Legacy","Unburned"
"1063","CLLA",27,"2",1753,1980,"Legacy","Unburned"
"1063","ERXX",43,"1",1753,1980,"Legacy","Unburned"
"1063","EPXX",40,"1",1753,1980,"Legacy","Unburned"
"1063","LOXX",69,"1",1753,1980,"Legacy","Unburned"
"1063","VADE",121,"2",1753,1980,"Legacy","Unburned"
"1063","FEXX",44,"3",1753,1980,"Legacy","Unburned"
"2001","SYAL",113,"1",838,1980,"Legacy","Burned"
"2001","MARA",77,"1",838,1980,"Legacy","Burned"
"2001","RUPA",99,"3",838,1980,"Legacy","Burned"
"2001","PAMY",83,"2",838,1980,"Legacy","Burned"
"2002","CEVE",25,"3",865,1980,"Legacy","Burned"
"2002","SPBE",109,"1",865,1980,"Legacy","Burned"
"2002","AGXX",7,"2",865,1980,"Legacy","Burned"
"2002","CRCR",34,"1",865,1980,"Legacy","Burned"
"2002","LOXX",69,"1",865,1980,"Legacy","Burned"
"2002","CARU",23,"2",865,1980,"Legacy","Burned"
"2002","BASA",19,"2",865,1980,"Legacy","Burned"
"2002","ARUV",15,"2",865,1980,"Legacy","Burned"
"2003","PEXX",86,"1",982,1980,"Legacy","Burned"
"2003","PAMY",83,"2",982,1980,"Legacy","Burned"
"2003","CARU",23,"2",982,1980,"Legacy","Burned"
"2003","CEVE",25,"1",982,1980,"Legacy","Burned"
"2005","CEVE",25,"2",1340,1980,"Legacy","Burned"
"2005","CARU",23,"3",1340,1980,"Legacy","Burned"
"2005","HIAL",56,"1",1340,1980,"Legacy","Burned"
"2005","VAXX",126,"1",1340,1980,"Legacy","Burned"
"2005","CHUM",26,"1",1340,1980,"Legacy","Burned"
"2005","PAMY",83,"2",1340,1980,"Legacy","Burned"
"2006","PAMY",83,"2",1766,1980,"Legacy","Unburned"
"2006","ARCO",14,"2",1766,1980,"Legacy","Unburned"
"2007","VAME",122,"4",1502,1980,"Legacy","Burned"
"2007","CARU",23,"2",1502,1980,"Legacy","Burned"
"2007","CEVE",25,"1",1502,1980,"Legacy","Burned"
"2007","PAMY",83,"1",1502,1980,"Legacy","Burned"
"2008","VAME",122,"2",1669,1980,"Legacy","Unburned"
"2008","RULA",98,"1",1669,1980,"Legacy","Unburned"
"2008","PHEM",89,"1",1669,1980,"Legacy","Unburned"
"2008","MOSS",79,"1",1669,1980,"Legacy","Unburned"
"2008","MEFE",78,"2",1669,1980,"Legacy","Unburned"
"2009","VAME",122,"3",1551,1980,"Legacy","Burned"
"2009","CHUM",26,"1",1551,1980,"Legacy","Burned"
"2009","GOOB",51,"1",1551,1980,"Legacy","Burned"
"2009","PAMY",83,"1",1551,1980,"Legacy","Burned"
"2009","CARU",23,"1",1551,1980,"Legacy","Burned"
"2011","THOC",115,"4",1504,1980,"Legacy","Burned"
"2012","RULA",98,"1",1569,1980,"Legacy","Unburned"
"2012","GOOB",51,"1",1569,1980,"Legacy","Unburned"
"2012","VAXX",126,"3",1569,1980,"Legacy","Unburned"
"2013","VIGL",129,"2",1553,1980,"Legacy","Burned"
"2013","CAXX",24,"1",1553,1980,"Legacy","Burned"
"2013","ALSI",9,"4",1553,1980,"Legacy","Burned"
"2014","VAXX",126,"1",1425,1980,"Legacy","Unburned"
"2014","MEFE",78,"2",1425,1980,"Legacy","Unburned"
"2014","GOOB",51,"1",1425,1980,"Legacy","Unburned"
"2014","RULA",98,"1",1425,1980,"Legacy","Unburned"
"2015","PAMY",83,"1",1601,1980,"Legacy","Burned"
"2015","THOC",115,"1",1601,1980,"Legacy","Burned"
"2015","VAME",122,"2",1601,1980,"Legacy","Burned"
"2015","CHUM",26,"1",1601,1980,"Legacy","Burned"
"2016","PAMY",83,"4",1349,1980,"Legacy","Unburned"
"2016","SAXX",104,"2",1349,1980,"Legacy","Unburned"
"2016","AMAL",10,"1",1349,1980,"Legacy","Unburned"
"2016","ARUV",15,"2",1349,1980,"Legacy","Unburned"
"2016","CEVE",25,"1",1349,1980,"Legacy","Unburned"
"2016","VAXX",126,"1",1349,1980,"Legacy","Unburned"
"2017","VAME",122,"3",1546,1980,"Legacy","Burned"
"2017","PAMY",83,"2",1546,1980,"Legacy","Burned"
"2017","MEFE",78,"1",1546,1980,"Legacy","Burned"
"2017","CHUM",26,"1",1546,1980,"Legacy","Burned"
"2018","ACGL",2,"3",1214,1980,"Legacy","Unburned"
"2018","RUPA",99,"1",1214,1980,"Legacy","Unburned"
"2018","EPAN",39,"1",1214,1980,"Legacy","Unburned"
"2018","LICO",66,"1",1214,1980,"Legacy","Unburned"
"2018","SAXX",104,"4",1214,1980,"Legacy","Unburned"
"2018","VAXX",126,"1",1214,1980,"Legacy","Unburned"
"2018","SOSI",108,"1",1214,1980,"Legacy","Unburned"
"2018","PAMY",83,"4",1214,1980,"Legacy","Unburned"
"2019","LYAM",74,"1",1775,1980,"Legacy","Burned"
"2019","THOC",115,"1",1775,1980,"Legacy","Burned"
"2019","CAXX",24,"1",1775,1980,"Legacy","Burned"
"2019","CLLA",27,"1",1775,1980,"Legacy","Burned"
"2020","CARU",23,"1",872,1980,"Legacy","Burned"
"2020","AMAL",10,"1",872,1980,"Legacy","Burned"
"2020","HODI",59,"1",872,1980,"Legacy","Burned"
"2020","ARCO",14,"1",872,1980,"Legacy","Burned"
"2021","MEFE",78,"1",1802,1980,"Legacy","Burned"
"2022","PAMY",83,"2",941,1980,"Legacy","Burned"
"2022","ARUV",15,"3",941,1980,"Legacy","Burned"
"2022","CLXX",29,"1",941,1980,"Legacy","Burned"
"2022","SELA",105,"1",941,1980,"Legacy","Burned"
"2022","CARU",23,"2",941,1980,"Legacy","Burned"
"2022","AGXX",7,"2",941,1980,"Legacy","Burned"
"2023","LUXX",73,"1",1776,1980,"Legacy","Burned"
"2023","POXX",92,"2",1776,1980,"Legacy","Burned"
"2023","ERGR",41,"1",1776,1980,"Legacy","Burned"
"2023","FEXX",44,"3",1776,1980,"Legacy","Burned"
"2023","CLLA",27,"2",1776,1980,"Legacy","Burned"
"2024","SAXX",104,"2",938,1980,"Legacy","Burned"
"2024","AMAL",10,"1",938,1980,"Legacy","Burned"
"2024","RUPA",99,"1",938,1980,"Legacy","Burned"
"2024","PTAQ",95,"2",938,1980,"Legacy","Burned"
"2024","DIHO",37,"2",938,1980,"Legacy","Burned"
"2024","EPAN",39,"1",938,1980,"Legacy","Burned"
"2024","SOSI",108,"2",938,1980,"Legacy","Burned"
"2024","ACGL",2,"2",938,1980,"Legacy","Burned"
"2024","PREM",93,"3",938,1980,"Legacy","Burned"
"2024","PAMY",83,"3",938,1980,"Legacy","Burned"
"2025","CAME",21,"1",1899,1980,"Legacy","Burned"
"2025","MEFE",78,"1",1899,1980,"Legacy","Burned"
"2025","PHEM",89,"1",1899,1980,"Legacy","Burned"
"2025","LUXX",73,"2",1899,1980,"Legacy","Burned"
"2026","SPBE",109,"1",1132,1980,"Legacy","Unburned"
"2026","PEFR",85,"1",1132,1980,"Legacy","Unburned"
"2026","CEVE",25,"2",1132,1980,"Legacy","Unburned"
"2026","SELA",105,"1",1132,1980,"Legacy","Unburned"
"2026","SAXX",104,"2",1132,1980,"Legacy","Unburned"
"2026","CARU",23,"2",1132,1980,"Legacy","Unburned"
"2026","ARUV",15,"2",1132,1980,"Legacy","Unburned"
"2026","PREM",93,"1",1132,1980,"Legacy","Unburned"
"2026","ACMI",3,"1",1132,1980,"Legacy","Unburned"
"2026","MOSS",79,"1",1132,1980,"Legacy","Unburned"
"2026","PAMY",83,"2",1132,1980,"Legacy","Unburned"
"2027","CEVE",25,"1",1722,1980,"Legacy","Burned"
"2027","ARCO",14,"1",1722,1980,"Legacy","Burned"
"2027","CARU",23,"3",1722,1980,"Legacy","Burned"
"2027","LUXX",73,"1",1722,1980,"Legacy","Burned"
"2027","PAMY",83,"2",1722,1980,"Legacy","Burned"
"2027","JUCO",61,"1",1722,1980,"Legacy","Burned"
"2028","CARU",23,"1",1147,1980,"Legacy","Unburned"
"2028","PAMY",83,"3",1147,1980,"Legacy","Unburned"
"2028","SAXX",104,"1",1147,1980,"Legacy","Unburned"
"2028","ARUV",15,"2",1147,1980,"Legacy","Unburned"
"2029","MEFE",78,"2",1724,1980,"Legacy","Burned"
"2029","PAMY",83,"1",1724,1980,"Legacy","Burned"
"2029","LULA",70,"1",1724,1980,"Legacy","Burned"
"2029","VAXX",126,"2",1724,1980,"Legacy","Burned"
"2030","ARUV",15,"2",1267,1980,"Legacy","Unburned"
"2030","CARU",23,"4",1267,1980,"Legacy","Unburned"
"2030","CEVE",25,"3",1267,1980,"Legacy","Unburned"
"2030","MOSS",79,"1",1267,1980,"Legacy","Unburned"
"2030","LOXX",69,"1",1267,1980,"Legacy","Unburned"
"2030","SPBE",109,"1",1267,1980,"Legacy","Unburned"
"2030","PAMY",83,"2",1267,1980,"Legacy","Unburned"
"2031","FEXX",44,"1",1927,1980,"Legacy","Unburned"
"2031","PAMY",83,"1",1927,1980,"Legacy","Unburned"
"2031","VADE",121,"2",1927,1980,"Legacy","Unburned"
"2031","HYCA",60,"1",1927,1980,"Legacy","Unburned"
"2031","ARCO",14,"1",1927,1980,"Legacy","Unburned"
"2032","VAXX",126,"3",1274,1980,"Legacy","Unburned"
"2032","CARU",23,"3",1274,1980,"Legacy","Unburned"
"2032","CHUM",26,"2",1274,1980,"Legacy","Unburned"
"2033","LULY",71,"1",2122,1980,"Legacy","Burned"
"2033","FEXX",44,"3",2122,1980,"Legacy","Burned"
"2033","CLLA",27,"1",2122,1980,"Legacy","Burned"
"2034","MOSS",79,"2",1179,1980,"Legacy","Unburned"
"2034","ARUV",15,"2",1179,1980,"Legacy","Unburned"
"2034","CYFR",35,"1",1179,1980,"Legacy","Unburned"
"2034","PAMY",83,"2",1179,1980,"Legacy","Unburned"
"2034","CRCR",34,"1",1179,1980,"Legacy","Unburned"
"2035","PAMY",83,"1",2051,1980,"Legacy","Burned"
"2035","LULY",71,"1",2051,1980,"Legacy","Burned"
"2035","VAXX",126,"3",2051,1980,"Legacy","Burned"
"2035","LUXX",73,"1",2051,1980,"Legacy","Burned"
"2035","FEXX",44,"1",2051,1980,"Legacy","Burned"
"2036","VAXX",126,"4",686,1980,"Legacy","Burned"
"2036","PTAQ",95,"2",686,1980,"Legacy","Burned"
"2036","PAMY",83,"1",686,1980,"Legacy","Burned"
"2036","MANE",76,"1",686,1980,"Legacy","Burned"
"2037","VADE",121,"3",2032,1980,"Legacy","Burned"
"2037","LUXX",73,"2",2032,1980,"Legacy","Burned"
"2037","VASI",125,"1",2032,1980,"Legacy","Burned"
"2037","MEFE",78,"2",2032,1980,"Legacy","Burned"
"2037","ANXX",12,"1",2032,1980,"Legacy","Burned"
"2037","PHEM",89,"2",2032,1980,"Legacy","Burned"
"2038","SYAL",113,"1",557,1980,"Legacy","Burned"
"2038","PTAQ",95,"1",557,1980,"Legacy","Burned"
"2039","CARU",23,"1",1320,1980,"Legacy","Burned"
"2039","CEVE",25,"1",1320,1980,"Legacy","Burned"
"2039","PEXX",86,"2",1320,1980,"Legacy","Burned"
"2039","AMAL",10,"1",1320,1980,"Legacy","Burned"
"2039","ARCO",14,"1",1320,1980,"Legacy","Burned"
"2039","PAMY",83,"1",1320,1980,"Legacy","Burned"
"2040","ARUV",15,"3",403,1980,"Legacy","Burned"
"2040","ACMI",3,"1",403,1980,"Legacy","Burned"
"2041","BASA",19,"1",983,1980,"Legacy","Burned"
"2041","ARUV",15,"1",983,1980,"Legacy","Burned"
"2041","CARU",23,"2",983,1980,"Legacy","Burned"
"2041","AGSP",6,"2",983,1980,"Legacy","Burned"
"2041","HIAL",56,"1",983,1980,"Legacy","Burned"
"2042","PAMY",83,"1",374,1980,"Legacy","Burned"
"2042","MOSS",79,"2",374,1980,"Legacy","Burned"
"2042","AGXX",7,"2",374,1980,"Legacy","Burned"
